Date,Open_Price,High_Price,Low_Price,Close_Price,Volume,Volume_Change,Simple_Return,Log_Return,Rolling_Volatility_20D,Annualized_Volatility,MA_5,MA_20,EMA_12,EMA_26,Price_Momentum,Price_Rate_of_Change,MACD_Line,MACD_Signal_Line,MACD_Histogram,MACD_Signal_Cross,Beta,Drawdown,Sharpe_Ratio,Market_Sentiment_Index,Liquidity_Score,Portfolio_Exposure,Capital_Allocation_Ratio,Reward_Signal,LDA_Feature_1,LDA_Feature_2,Assets
2018-01-11,257.5223271483311,260.2401164915975,255.17779472196918,257.23094816351517,2192041,0.5010812787439363,-0.0032323310940853833,-0.0032375663606903217,0.0052862907063905675,0.08391726340260844,257.3740498494704,254.78306394697714,255.16114670609497,253.44934190439923,2.4478842165380286,0.013878640134075804,1.7118048016957346,1.0752700052324322,0.6365347964633024,1,0.8191731480355839,-0.003232331094085436,-0.09702460480833501,-0.735675631972591,0.6677169704948027,0.8378619950931171,0.24649296036535578,-0.4039180417170613,0.7328126282284042,0.07106601314380473,Equity
2018-01-12,256.4248196941256,258.22958481634095,254.3082503311177,256.3926346070887,634983,-0.7103233926737684,-0.003258991821985413,-0.003264313902056049,0.005288073277376116,0.08394556083974092,257.34214410802207,254.91719483531975,255.35060638317094,253.66736358607994,1.4754397717689756,-0.0005844341870899772,1.6832427970909976,1.1968645636041453,0.4863782334868523,1,0.9940567373660871,-0.0064807887754692465,-0.09702460480833501,-0.6881053092301279,0.9550796884367616,0.39988116456400025,0.45776484579294935,-0.40336395426281296,0.7347035545625473,0.07108016186237096,Forex
2018-01-13,257.7009837790859,259.035382102455,252.94156470418113,256.82816669590756,2240574,2.5285574574437426,0.001698691889048476,0.0016972507437918696,0.005063058321014908,0.08037355914493007,257.1210682818424,255.0641926707496,255.5779233543612,253.90149714977088,1.7639740251579497,-0.004270154164344175,1.6764262045903138,1.292776891801379,0.3836493127889349,1,1.8434070275878025,-0.0047931057497482945,-0.09702460480833501,-0.9151210466197073,0.5291722810710675,0.8307828599283312,0.22361140780999517,0.09428873550966582,0.6398073041063053,0.06929416101496554,Commodity
2018-01-14,254.11634320695657,255.33076339530493,250.76433947936798,253.38426225552354,949874,-0.5760577423463809,-0.01340937205093129,-0.013500089569733852,0.006341218841355677,0.1006637283795856,256.38022234652254,254.9441976410906,255.2404370314631,253.8631834539007,-1.5599353855670586,-0.01440327964574084,1.3772535775624135,1.309672228953586,0.06758134860882747,1,0.8024610994238262,-0.01813820526240172,-0.09702460480833501,-0.4792709489956226,0.5538834165273996,0.7171558881300627,0.19464960170590173,-1.423462728210313,0.634643766939199,0.0794392456322933,Crypto
2018-01-15,249.97034392026183,251.92301839295445,248.8189827479546,250.2794101570001,2329622,1.4525589709793088,-0.01225353173431265,-0.01232922523164082,0.006969019541513666,0.11062975553276722,254.823084375807,254.6332118088179,254.47720212769957,253.59771876524138,-4.353801651817804,-0.03045553481226626,0.8794833624581884,1.2236344556545067,-0.3441510931963183,0,1.6792177920914586,-0.030169479922928035,-0.09702460480833501,0.6421348776226214,0.9789905613708128,0.5216701930523056,0.5272407043668426,-1.3058134490411044,0.7845439685239615,0.0844222592088841,Equity
2018-01-16,249.6721160131746,249.7644745039034,248.30409536461377,249.26729260436633,732338,-0.6856408464549184,-0.004043950527128248,-0.004052149406434407,0.006803055769449807,0.10799516232760413,253.2303532639772,254.29784185853967,253.6756775856483,253.27694645702843,-5.030549254173337,-0.031267154245309126,0.3987311286198576,1.058653790247577,-0.6599226616277194,0,1.7704625839825925,-0.034091426565818796,-0.09702460480833501,-0.6034862865381847,0.8162675685765113,0.5706507944314311,0.38870129455671193,-0.4782987884746101,-0.002155837443359343,0.08310496260630257,Bond
2018-01-17,247.40910012097976,250.11829714154882,246.8961072983995,247.44419658776437,435371,-0.40550538139492964,-0.007313819625327067,-0.007340696733817781,0.0067980283863939795,0.10791535509573705,251.4406656601124,253.89468625437644,252.71698820135845,252.84489091115702,-6.4504896666120715,-0.03532198204865078,-0.1279027097985761,0.8213424902383464,-0.9492452000369225,0,1.1534412897410624,-0.04115590764647341,-0.09702460480833501,0.0957294997901379,0.8407971370370333,0.25989359344426166,0.09729540384190336,-0.7981414099819704,-0.03844982596309049,0.08306505899036903,Crypto
2018-01-18,247.1559088779758,251.39026435035692,244.12984998177956,248.00984178643586,2273631,4.22228398308569,0.002285950555606764,0.0022833417456194108,0.0066348482501126585,0.10532495073870103,249.677000678218,253.56775045060192,251.99281182983188,252.48673912414066,-5.557908664166064,-0.03473472338209249,-0.4939272943087758,0.558288533328922,-1.0522158276376978,0,1.0526732797982108,-0.03896403746081752,-0.09702460480833501,-0.10718560398796018,0.5071837242629577,0.20429555375366792,0.42914956598681964,0.16223414228279287,-0.33923061818044953,0.08176985681185102,Equity
2018-01-19,247.66585919187403,249.0843675696465,243.61237182576835,246.3753984504977,2538758,0.11660951139388942,-0.006590235791310239,-0.006612047276570151,0.0065917167400976265,0.10464025924367823,248.27522791721285,253.18920560849116,251.1285943868574,252.03404722238935,-6.813807157993466,-0.02791558712247144,-0.9054528355319462,0.26554025955674837,-1.1709930950886946,0,1.5128532739088896,-0.04529749105787952,-0.09702460480833501,-0.34834751531972796,0.6724310781023946,0.7452485112937531,0.46400345327071785,-0.7183663473168227,-0.6826107074470589,0.08142751106433962,Bond
2018-01-20,243.88845103062425,244.07258357519112,241.39374327886176,243.83325178809417,1545058,-0.391411863596294,-0.010318183870595687,-0.010371785361945794,0.006750228987678349,0.10715656316481718,246.98599624343169,252.72140791747134,250.0062339870477,251.42658089392302,-8.888156129377165,-0.02598023925875448,-1.4203469068753236,-0.07163717372966599,-1.3487097331456577,0,1.5431615207322675,-0.0551482870868634,-0.09702460480833501,0.23669282690892812,0.5194786898004643,0.8637158630947593,0.17936198738831877,-1.0838266631375226,-0.7575310133616229,0.0826856630249091,Bond
2018-01-21,248.52012782985182,252.46723021939405,246.30805780035303,246.47141957215297,1425562,-0.07734078591224403,0.010819557073173502,0.010761444458276965,0.007281378023026566,0.1155882927046766,246.42682163698902,252.500274622308,249.4624163847562,251.05953190712523,-6.028855050155045,-0.011116731658452728,-1.5971155223690232,-0.3767328434575375,-1.2203826789114858,0,1.6359725953889865,-0.04492541005331388,-0.09702460480833501,0.00465157866039112,0.48190822080151785,0.7497737243833134,0.5822109911954132,1.0112928246659876,-0.9564086819572574,0.08690152779483881,Commodity
2018-01-22,244.43952996107737,247.11981525308147,241.3882144955002,246.0650222312772,2069577,0.45176218221305,-0.0016488619312585717,-0.0016502228002218285,0.007283468553366824,0.11562147884500795,246.15098676569158,252.27126524720626,248.93974036114406,250.68956822743277,-6.206243015929061,-0.005451773964384232,-1.7498278662887117,-0.6513518480237723,-1.0984760182649393,0,1.6966801375947107,-0.046500196186189315,-0.09702460480833501,-0.33047365303083587,0.6746688313390518,0.9215782353043466,0.25507203560658,-0.23400747578467582,-1.1820861809855614,0.08691812086500447,Forex
2018-01-23,245.6297942268721,246.69305748647855,243.06224391827817,246.18657299971545,1996423,-0.03534731976630978,0.0004939782474406851,0.0004938562803506194,0.007175323065169368,0.11390472244190313,245.7863330083475,251.99004144209735,248.51617615169351,250.35601302537964,-5.803468442381899,-0.007243746272550311,-1.8398368736861244,-0.8890488531562428,-0.9507880205298815,0,1.022074547214808,-0.046029188024166355,-0.09702460480833501,0.37770177024000984,0.9914324369749186,0.9010705727753029,0.56731561735557,-0.018477709673668262,-0.9528214161156707,0.08605974266345207,Commodity
2018-01-24,243.6546651012221,245.1336751331142,239.76647079208928,243.62202626453123,383484,-0.8079144550027725,-0.010417086130798836,-0.010471723746929328,0.006876588900118444,0.1091624645888435,245.23565857115418,251.44351761315252,247.763230015207,249.85719919124273,-7.821491348621294,-0.011070596612038908,-2.0939691760357277,-1.13003291773214,-0.9639362583035878,0,1.5243539222639786,-0.05596678413878668,-0.09702460480833501,-0.44006361792292026,0.4502358530500489,0.8003685507281502,0.21148930788084963,-1.0949042935299405,-1.432406952790605,0.08368861373692225,Bond
2018-01-25,243.77951845801482,246.73374662054906,240.29332884087864,242.6421373603859,527958,0.37674062020840515,-0.0040221687635145775,-0.004030279439940557,0.006887632519451282,0.10933777661081603,244.99743568561257,250.86907314272554,246.97536960677297,249.3227501667348,-8.226935782339638,-0.004774581504957798,-2.3473805599618345,-1.373502446178079,-0.9738781137837556,0,0.8618868691416106,-0.05976384505134387,-0.09702460480833501,0.2863666795889619,0.46976390136127744,0.9083142280699453,0.3850577896503235,-0.4517908079109299,-1.2938816641415158,0.08377626974790853,Crypto
2018-01-26,243.24126739446586,244.41693378202814,241.62599039521683,242.84179802186367,1114448,1.110864879403286,0.0008228606277944639,0.0008225222635930737,0.0069218297181172055,0.10988064031004666,244.2715113755547,250.32568403149784,246.33943551678692,248.84267963748508,-7.483886009634176,-0.014771277950336836,-2.503244120698156,-1.5994507810820944,-0.9037933396160616,0,1.3128775978529843,-0.058990161738607744,-0.09702460480833501,0.9144917366831018,0.47019029184128636,0.2505012434265654,0.33466342610005434,0.031395584208007477,-1.1361497777456528,0.08404770159752384,Forex
2018-01-27,241.08048233668427,243.37929515236223,239.24392737374623,240.77000958250352,1780226,0.5974060700903048,-0.008531432629129254,-0.008568033621761837,0.006294081211389785,0.09991544170188918,243.21250884579996,249.53657634490645,245.4826007576664,248.2447040778568,-8.766566762402931,-0.02165384864820752,-2.7621033201903913,-1.8319812889037541,-0.9301220312866372,0,1.4354642998151133,-0.06701832377708264,-0.09702460480833501,0.4579039583630329,0.854191583129303,0.758224960633669,0.595687199165437,-0.886040380837732,-1.4741004087690215,0.0790651022934451,Bond
2018-01-28,240.3190022229716,243.1085059932743,239.61563940145865,241.44626601552574,457474,-0.7430247620245969,0.0028087237035661072,0.002804786609561178,0.00613458316080616,0.09738348864322595,242.264447448962,248.7122123543425,244.86162618195243,247.74111607323968,-7.265946338816775,-0.019339103192082097,-2.8794898912872497,-2.0414830093804532,-0.8380068819067965,0,0.8940783240118575,-0.0643978360280825,-0.09702460480833501,-0.16320088072734396,0.6573374427802651,0.7783089431321957,0.2745955851373269,0.24788671774146728,-1.7929742870632874,0.07779912576411348,Forex
2018-01-29,239.2081749764424,240.83617234277835,236.31651824763685,240.36511637367187,1631454,2.5662223426905135,-0.004477806427473752,-0.004487861831337264,0.006140431641342547,0.09747633039350724,241.6130654707901,247.87604357641993,244.16985544221694,247.19474572512354,-7.510927202748064,-0.013399823488757012,-3.024890282906597,-2.238164464085682,-0.7867258188209147,0,0.7918078476634489,-0.06858728141147434,-0.09702460480833501,0.49511864240505,0.569337359711659,0.23857891762015845,0.1486098649132888,-0.47666969172940804,-1.616886712781938,0.07784554663925412,Crypto
2018-01-30,240.16257228433386,241.4837203343023,237.00918098395707,239.84006762404397,2253877,0.381514281125916,-0.0021843799863690005,-0.0021867692243011947,0.005916007423768021,0.09391370638621256,241.05265152352177,246.96479195709327,243.50373423942108,246.6499547546732,-7.124724333049301,-0.011562034711611435,-3.1462205152521108,-2.4197756743189682,-0.7264448409331425,0,0.9336955435314315,-0.07062184071300863,-0.09702460480833501,0.6184836336003003,0.8906528840570338,0.9186249447710267,0.5082648747050893,-0.24172986431010396,-1.6403388557111462,0.07606423463560678,Equity
2018-01-31,237.3928897282127,241.65647774488733,236.590289666302,238.75699572203106,1195594,-0.469538932248743,-0.004515808858554182,-0.004526035923973843,0.005918329058415241,0.09395056119368274,240.2356910635552,246.04109433501904,242.77346677520723,246.06529112262564,-7.284098612987975,-0.01690070419796008,-3.2918243474184123,-2.5941854089388574,-0.6976389384795549,0,1.2047064974228405,-0.07481873483766366,-0.09702460480833501,-0.34831906600404916,0.5082434468523751,0.1079067113069237,0.0731242890250845,-0.4707127122114373,-2.114422234852667,0.07608266203934187,Equity
2018-02-01,241.55921870385782,244.53911204347295,240.9252614111287,242.09109645414716,1795771,0.5019906423083422,0.013964410642852032,0.013867806567689695,0.007117830159267773,0.11299205085490677,240.49990843788396,245.32601742737197,242.66848672581335,245.77090633236799,-3.2349209732248028,0.005595139074021205,-3.1024196065546334,-2.695832248462013,-0.4065873580926205,0,1.7654091733784496,-0.06189912373186345,-0.09702460480833501,0.4102644313165773,0.5745525290722302,0.49114449665062776,0.5367258158631019,1.3453481371621598,-1.697345991406149,0.08560340686995388,Bond
2018-02-02,242.56771877870474,243.046832298239,241.7587817168101,242.06680144961888,2412479,0.34342240742277275,-0.0001003548039730795,-0.00010035983985333907,0.007068629286922899,0.11221101121983494,240.6240155247026,244.58794916505752,242.57591976024497,245.4965281929051,-2.5211477154386444,0.002686060566482018,-2.920608432660117,-2.7407874853016336,-0.17982094735848353,0,1.3382973094416726,-0.061993266661408315,-0.09702460480833501,-0.13120760785317054,0.3515343915053999,0.11933114467563721,0.1108242213801483,-0.060253224955734576,-1.8048481027373384,0.08521288705241797,Bond
2018-02-03,239.18059750522147,240.8162114163555,235.53269453049444,240.16292177749824,2908059,0.2054235498008481,-0.00786510029760068,-0.007896193339515084,0.006737028003540392,0.10694700403827512,240.58357660546784,243.92688214115628,242.20468930136087,245.1014462362083,-3.763960363658043,-0.0007012333036449103,-2.896756934847417,-2.7719813752107907,-0.12477555963662645,0,1.5981914700807887,-0.0693707836989411,-0.09702460480833501,0.6370449635637374,0.3832370713125118,0.5710220612307394,0.3646068408835142,-0.8240862500994021,-1.4832361754829553,0.08258088346163805,Commodity
2018-02-04,243.2488585816458,245.8117920188756,240.7112232845046,241.643502619284,1237825,-0.5743466690325059,0.00616490185423979,0.006145976588578367,0.006613529997821101,0.10498653397500106,240.94426360451584,243.4950867642705,242.11835288873368,244.84530226458426,-1.8515841449865036,0.007648048536963881,-2.7269493758505803,-2.7629749753387487,0.036025599488168414,1,0.9089734339497358,-0.06363354591775695,-0.09702460480833501,-0.40924480964927845,0.39571174670481124,0.47094053837622796,0.44237842474690536,0.575137197366735,-1.7998675493700595,0.08160064843000103,Bond
2018-02-05,240.66992039357405,243.92358205085753,238.06932994232892,239.44598404933615,2898494,1.341602407448549,-0.00909405196551094,-0.009135655276616198,0.006800161652449789,0.1079492196445211,241.0820612699769,243.00402133651892,241.70721922113404,244.44535276715848,-3.5580372871827706,0.003069805430007122,-2.738133546024443,-2.758006689475888,0.019873143451444975,1,0.8271738376662705,-0.07214891110994208,-0.09702460480833501,0.8755193400488652,0.5428826669096112,0.6607557434039844,0.2349778373269676,-0.9452055050856731,-1.2926723915951195,0.08308199126476105,Equity
2018-02-06,238.2505185220064,241.21983650417738,237.12850048849643,239.8219385203447,1490432,-0.48579089692785293,0.0015701013842481792,0.0015688700637666022,0.006723543842231832,0.10673294961351075,240.62822968321638,242.62290843314796,241.41717603639722,244.10287763776486,-2.8009699128032537,-0.00932450382859673,-2.68570160136764,-2.7435456718542386,0.057844070486598564,1,0.9875408291586877,-0.07069209083089951,-0.09702460480833501,0.1495738745279469,0.6668596823413855,0.7897997062610391,0.5146077919490072,0.12096927964220669,-1.5515914110094053,0.08247385624925588,Equity
2018-02-07,235.36216105417913,238.6757753047349,233.70766264373597,236.29453229736112,119075,-0.9201070562092064,-0.014708438455409922,-0.014817680041757582,0.007266305606174477,0.11534902550479265,239.47377585276485,242.03714295869423,240.62907699962244,243.52448168662383,-5.742610661333117,-0.023932587480033574,-2.8954046870013883,-2.773917474883669,-0.12148721211771951,0,1.0766564953484308,-0.08436075901903889,-0.09702460480833501,-0.29339337212856953,0.3005210204223568,0.7917177061708166,0.37653773316761574,-1.501832112026746,-1.8546001610522609,0.08678189419489682,Commodity
2018-02-08,231.618020164849,234.58637176435238,228.7618249673191,233.90379740934395,2347950,18.71824480369515,-0.010117605620296732,-0.010169136465870034,0.0074148718801219345,0.11770744198925145,238.221950979134,241.41356290663657,239.59441860111806,242.81183840682533,-7.509765497292619,-0.026185092802729626,-3.217419805707266,-2.8626179410483883,-0.35480186465887753,0,1.3577224225866393,-0.09362483574975207,-0.09702460480833501,-0.16125746257635587,0.4329526180498825,0.7499994403072863,0.26733573970470464,-1.0358431682691727,-1.9949548684549017,0.08796110243712624,Crypto
2018-02-09,233.4755562713602,235.50365298152965,229.99317373645508,234.25814763390835,1672027,-0.2878779360718925,0.0015149400244420796,0.0015137936604390123,0.007233788527967946,0.11483283289101114,236.74487998205888,240.93480769892727,238.77345383693194,242.17823168290556,-6.676660065018922,-0.030835054632527337,-3.4047778459736264,-2.971049922033436,-0.43372792394019033,0,1.757491984437329,-0.09225173173626913,-0.09702460480833501,-0.304402773371935,0.4229550141337217,0.1916896975996612,0.22894994156759796,0.12891290128946598,-2.1646278169329496,0.08652379788800607,Forex
2018-02-10,236.3537759544725,236.4348567771647,234.85699247978596,235.5873874779001,2985139,0.7853413850374427,0.005674252346898223,0.0056582144172888735,0.006835282850236276,0.10850675137505963,235.97316066777162,240.39060609421458,238.28328978169628,241.6900210010533,-4.803218616314467,-0.016066750320118173,-3.4067312193570274,-3.0581861814981544,-0.34854503785887303,0,1.2113111401328385,-0.08710093899468077,-0.09702460480833501,-0.7075073282856894,0.4773427941519617,0.47569467353003947,0.1116045299956107,0.5460194223094434,-2.327041662928492,0.08336075713003033,Equity
2018-02-11,235.48195544176718,238.96895417524013,232.7363060668025,235.89585038404203,1034163,-0.6535628659167965,0.001309335399675593,0.0013084789675709076,0.00688045576150329,0.10922384911031548,235.18794304051113,239.88214750185284,237.9159914128264,241.26082317757098,-3.986297117810807,-0.01632751630469076,-3.3448317647445833,-3.1155152981474403,-0.229316466597143,0,1.322557825413964,-0.08590564793777582,-0.09702460480833501,-0.8630152062250616,0.4162566482372605,0.8343554482587046,0.40219995852847695,0.10761533879501964,-2.3521051413367746,0.08371930599765824,Forex
2018-02-12,236.14848071935918,237.75251999845105,234.2774349067733,235.68768347574323,610640,-0.409532153055176,-0.0008824526076228745,-0.000882842198138865,0.006860150162155926,0.10890150771374403,235.06657327618754,239.35720302565423,237.5731748071213,240.84799801447264,-3.6695195499110014,-0.002501530456903711,-3.2748232073513464,-3.147376879988222,-0.12744632736312456,0,0.7055362431819048,-0.08671229288236645,-0.09702460480833501,-0.3564426097234781,0.43658972681473796,0.6888701633355946,0.2502236204832197,-0.11043447559366501,-2.107470968300199,0.08355813529937252,Bond
2018-02-13,233.62336250540076,238.41019911829832,229.7012538322116,235.1456968236825,1012994,0.6589054107166252,-0.0022995968396307687,-0.002302244972981518,0.006579974730767757,0.10445386062420402,235.31495315905528,238.9333865536118,237.199716655823,240.4256053336734,-3.7876897299292978,0.005316478323762253,-3.225888677850378,-3.163079239560653,-0.06280943828972507,0,0.7399744754695439,-0.08881248640732783,-0.09702460480833501,-0.0826191178436202,0.9887162526747983,0.712925114434955,0.22630830169644806,-0.24560105817995306,-1.9685808538476748,0.08133431175460251,Bond
2018-02-14,233.28233249560301,236.1158244796939,231.2886806038848,232.48435724102112,1048470,0.03502093793250505,-0.011317832384816762,-0.011382366435510658,0.006906772948893658,0.10964162150856507,234.9601950804778,238.42549754764354,236.4742767458535,239.83736473421766,-5.9411403066224295,-0.007516294085496589,-3.363087988364157,-3.203080989321354,-0.1600069990428028,0,0.8005230399130571,-0.09912515395730767,-0.09702460480833501,-0.276366121127962,0.716311181408229,0.3042334288086207,0.5724713903121921,-1.1422997060329336,-2.128399241469679,0.08392819219678305,Crypto
2018-02-15,230.6335284379823,234.50361472882454,230.60475661395085,231.18863766591065,1567715,0.4952406840443695,-0.005573362399463155,-0.005588951533258007,0.006911746573869517,0.1097205753573688,234.0804451180799,237.84283952984592,235.66110150278536,239.19671828471343,-6.6542018639352705,-0.018763908831857967,-3.53561678192807,-3.2695881478426974,-0.2660286340853726,0,1.5387929025748344,-0.10414605595086418,-0.09702460480833501,-0.9721609926653756,0.8338852153972376,0.3925538748467434,0.20003867396331232,-0.5629107593528202,-2.5102344662229923,0.0839676691211849,Forex
2018-02-16,230.37165756046593,231.51429223879745,228.29692798210363,230.35948787818302,1217201,-0.22358273027941944,-0.003586464266145395,-0.003592911047828666,0.0067690872718663584,0.10745592914550631,232.9731726169081,237.32231344462988,234.84546863746192,238.54210862497044,-6.962825566446867,-0.023659708497678955,-3.6966399875085187,-3.3549985157758617,-0.341641471732657,0,1.2834296425263008,-0.10735900410888184,-0.09702460480833501,0.15801249190495703,0.8735403639564818,0.9602300897928349,0.5321108108832809,-0.35874335165116394,-2.1547789957431283,0.08283534601525366,Equity
2018-02-17,232.16943338398403,233.00274280708845,231.56650904688027,232.26230788537708,435258,-0.6424107439938022,0.008260219818687409,0.008226290915047611,0.007083259550434935,0.11244325945304408,232.28809749883484,236.86311553812249,234.44805929098735,238.07693819981537,-4.600807652745402,-0.014517036071368672,-3.628878908828028,-3.4097745943862954,-0.21910431444173284,0,0.9315534382382297,-0.0999855932636491,-0.09702460480833501,-0.7103670402181186,0.7673764181981615,0.8622327315324824,0.5861928121564295,0.8135643156793458,-2.4614741613840643,0.08532901116902254,Commodity
2018-02-18,231.60927228570802,236.768443537207,231.43129457843443,232.8808208066003,484800,0.11382214686461833,0.0026629930911066246,0.0026594536073596725,0.007127021664480953,0.11313796147671733,231.83512229541844,236.48890075976888,234.2069456780047,237.69204061513278,-3.608079953168584,-0.009554446140631279,-3.485094937128082,-3.4248386629346528,-0.06025627419342916,0,1.4111193264277828,-0.09758886111661386,-0.09702460480833501,-0.577989442876768,0.7928561890190701,0.24842956304019115,0.5025069718547807,0.250750208750559,-2.3222527394275563,0.08567636218085917,Equity
2018-02-19,228.5542641952076,232.57665967511088,225.76118726741677,229.70734852694738,1117980,1.3060643564356438,-0.013627022906658182,-0.013720722992523356,0.0076221886402595435,0.1209984935288899,231.2797205526037,235.98226480491408,233.51469996245743,237.10058194193385,-6.274916277966696,-0.011863636662472699,-3.585881979476426,-3.4570473262430075,-0.12883465323341836,0,1.3535345821828433,-0.10988603837740131,-0.09702460480833501,-0.7585029314375991,0.7425984111746989,0.590223763887114,0.060734384794356756,-1.3738147458173067,-2.454930360260895,0.08960662820694545,Forex
